IPC,专利数,度数,聚类系数,近年增长频率
C22C35,1097,156,0.5839062897886428,0.30264357338195075
B23B23,1097,97,0.5366181410974245,0.22971741112123975
C07B37,1096,277,0.6959522229595222,0.1687956204379562
B65D39,1096,303,0.4716943521594684,0.23722627737226276
F01K3,1095,300,0.45818362596886086,0.6511415525114155
F01C21,1095,194,0.41148560209424084,0.15799086757990868
H01T4,1095,121,0.5188719555618858,0.18995433789954339
A45D2,1094,107,0.47087912087912087,0.24680073126142596
B66B25,1093,131,0.5851501937984496,0.2836230558096981
H01H36,1093,323,0.4894859813084112,0.2735590118938701
B41F9,1093,173,0.5282421740626075,0.2845379688929552
A61G3,1092,274,0.48640655524202303,0.38095238095238093
D21C1,1092,192,0.5324422166527429,0.23809523809523808
B21F15,1091,263,0.46419098143236076,0.5087076076993584
B28B19,1091,364,0.5524402748657046,0.5087076076993584
B25J3,1089,208,0.4985555292446128,0.20752984389348025
F16G5,1088,217,0.45959574005650944,0.08455882352941177
C01G33,1087,235,0.6278673967737162,0.38546458141674333
F21S11,1087,229,0.6063701220225333,0.27414903403863844
F27D27,1086,221,0.5167776800301621,0.5313075506445673
G09C1,1085,127,0.6592258064516129,0.07188940092165899
H04J1,1084,123,0.6493112947658403,0.03782287822878229
B28C3,1082,265,0.5550169796534409,0.5730129390018485
G04F10,1080,216,0.4809793339476109,0.3851851851851852
E21F3,1079,216,0.5752270633144663,0.39759036144578314
C08F36,1078,270,0.5600089440438258,0.07884972170686456
B32B19,1078,453,0.4923872875092387,0.17161410018552875
B23B21,1078,95,0.5308555399719496,0.24118738404452691
D05C17,1077,250,0.47642679900744417,0.21634168987929434
H10N50,1074,132,0.4554561717352415,0.6694599627560521
G09F21,1071,354,0.47065203315203313,0.22128851540616246
A62C33,1070,269,0.5527019796682718,0.5355140186915888
B27F5,1069,199,0.5381746607272351,0.4293732460243218
A61G9,1069,187,0.6096944770857814,0.2993451824134705
F23C9,1068,210,0.49108138238573024,0.2958801498127341
H02K51,1067,162,0.48765723270440253,0.05248359887535145
E03D13,1067,180,0.5587507141496858,0.18556701030927836
C09J107,1067,300,0.5982871217770547,0.22211808809746955
B65D63,1066,296,0.4435467019572334,0.17354596622889307
B25B5,1066,230,0.4500734214390602,0.1951219512195122
C07D219,1065,282,0.680747567844342,0.27417840375586855
G10C3,1065,169,0.45350263328764157,0.2215962441314554
F16K21,1064,207,0.5070301291248207,0.2716165413533835
F21V11,1064,240,0.5505442683402475,0.287593984962406
H01T1,1063,116,0.4592454587796926,0.270931326434619
G04G9,1062,254,0.47612723708341237,0.24858757062146894
C07J43,1062,237,0.7456628477905074,0.3173258003766478
B43K8,1061,177,0.3800328407224959,0.14797360980207352
H10N70,1060,132,0.501252236135957,0.8245283018867925
F23L5,1059,307,0.45448662640207077,0.5439093484419264
A45D33,1059,270,0.4939068701436637,0.18508026440037773
A61M19,1058,165,0.6340225706278876,0.5075614366729678
C07D335,1057,359,0.6654077361281592,0.315042573320719
F04B13,1057,227,0.4623809523809524,0.31315042573320717
D02H13,1057,137,0.551796572692095,0.2913907284768212
H10N10,1056,376,0.4363808404180585,0.8693181818181818
D05C13,1053,124,0.422842433274624,0.28205128205128205
F02B61,1053,336,0.33475391559223894,0.18613485280151948
A62C99,1049,404,0.49302117839729037,0.6444232602478551
E01H8,1047,273,0.4741014076807435,0.5138490926456543
G21K5,1047,273,0.36875768757687577,0.28939828080229224
B62J25,1042,162,0.4507075471698113,0.2514395393474088
B68G7,1042,209,0.40551568875756294,0.19961612284069097
A47B53,1041,274,0.5784404167571088,0.5091258405379443
B31B160,1040,137,0.6955223880597015,0.48846153846153845
F02P3,1040,176,0.390472393860873,0.15
C10G35,1039,127,0.6143225806451613,0.11068334937439846
A47K17,1039,197,0.5229711868887127,0.3474494706448508
C10B29,1037,164,0.48868951767502494,0.36837029893924783
G10D13,1037,156,0.4460572107630931,0.1600771456123433
F23Q7,1035,281,0.3497331167324205,0.16521739130434782
H04H40,1033,166,0.645668113122849,0.09196515004840271
B65H27,1031,259,0.5339250972762646,0.3200775945683802
H02J4,1030,223,0.551336898395722,0.48640776699029126
B29C57,1028,226,0.5439221652786675,0.3715953307392996
H01H23,1027,127,0.5301935483870968,0.34371957156767285
B64D31,1027,227,0.4488888888888889,0.4177215189873418
G01J4,1025,148,0.6440245630609353,0.3590243902439024
B64U70,1025,330,0.5512418885656747,0.9317073170731708
C10G21,1025,217,0.5938708976309498,0.20390243902439023
F02D35,1024,198,0.3865515436944008,0.12890625
C10B41,1023,218,0.5083548664944014,0.4447702834799609
E21C47,1023,239,0.5035042551669885,0.3812316715542522
G01K3,1022,385,0.44342679042554645,0.46771037181996084
B61K7,1022,165,0.4505794137695978,0.3258317025440313
A43B21,1022,165,0.5432098765432098,0.08708414872798434
F16G15,1021,188,0.418308631211857,0.21841332027424093
A61L33,1021,274,0.5811265465595833,0.28305582761998044
A41H3,1020,164,0.3830227743271222,0.3058823529411765
A24B1,1020,195,0.4996221934369603,0.3323529411764706
B66C6,1019,135,0.6269081795397585,0.3837095191364082
B60B3,1019,235,0.4426150658576291,0.2100098135426889
A24F19,1018,146,0.5034965034965035,0.1237721021611002
A41G3,1018,240,0.47955891217246394,0.2632612966601179
F16G1,1018,300,0.4580932366167266,0.16404715127701375
G04C3,1017,153,0.3516997792494481,0.11504424778761062
A63B60,1017,150,0.5249126677698106,0.176007866273353
B22D30,1017,212,0.5724310776942356,0.4975417895771878
A61Q3,1017,211,0.6212274567537726,0.13864306784660768
C08L99,1016,382,0.5572837105957505,0.4881889763779528
A61C9,1015,191,0.5690082179443882,0.4522167487684729
F41F1,1015,238,0.40468806346916697,0.5152709359605911
E06C9,1015,346,0.5077632381856397,0.4600985221674877
A24B5,1015,130,0.5407234251968503,0.2798029556650246
B61D33,1013,201,0.41987716359575655,0.30306021717670284
B60L55,1012,113,0.7210483210483211,0.724308300395257
B22C19,1010,122,0.5910364145658263,0.4693069306930693
G10D1,1009,167,0.4738359201773836,0.1863230921704658
C12C7,1009,160,0.6246069499314681,0.31020812685827553
A01B63,1009,204,0.47554307669572926,0.4380574826560951
F16D51,1006,159,0.48881267352604935,0.2783300198807157
C08H8,1006,398,0.5551975450709628,0.29025844930417494
B01J33,1006,259,0.623449659533074,0.41451292246520877
H04S1,1005,131,0.625484496124031,0.1681592039800995
B42C9,1005,182,0.527001862197393,0.33432835820895523
B32B41,1005,288,0.5585081585081585,0.37910447761194027
F23Q3,1005,289,0.36612168319485394,0.36019900497512436
B66B19,1005,162,0.5650157232704403,0.4427860696517413
G09B21,1004,208,0.5870708027468624,0.31673306772908366
B23K13,1002,230,0.5328850761264394,0.3033932135728543
B65G54,1000,248,0.4847187655550025,0.384
D05B33,999,108,0.4005390835579515,0.28928928928928926
B21B35,999,143,0.5285714285714286,0.2882882882882883
B23Q37,999,137,0.5669430624654506,0.2722722722722723
C07C61,998,358,0.6683019465105238,0.2875751503006012
C07C407,997,222,0.7081361560813616,0.3239719157472417
E02D35,997,125,0.6841263494602159,0.4242728184553661
B60T5,996,243,0.4609612724757953,0.4206827309236948
G01L21,996,278,0.5062977602108036,0.39759036144578314
B61F1,996,145,0.40914015561902883,0.40562248995983935
A43D1,995,183,0.529036218538981,0.3336683417085427
B65H9,995,179,0.4852978941961993,0.1728643216080402
C08B3,995,362,0.622825750541628,0.27035175879396983
B27B29,995,130,0.5978100393700787,0.4271356783919598
F16B23,994,225,0.4888296368116996,0.2595573440643863
H04K1,994,161,0.6101425045776611,0.2052313883299799
C07D275,994,301,0.7081995914794281,0.25855130784708247
B62J50,993,325,0.48141453377689747,0.8559919436052367
C07B43,993,236,0.7184989545504566,0.2406847935548842
F16M1,993,415,0.42689061802111006,0.297079556898288
B64G4,993,162,0.5221698113207547,0.5216515609264853
C09J105,992,378,0.5539432624113475,0.28931451612903225
A47B87,989,258,0.5831495098039216,0.3660262891809909
B27G19,988,144,0.45989411647188094,0.3228744939271255
F41A33,986,193,0.5140259024524663,0.579107505070994
C07B57,986,293,0.690223960184856,0.20689655172413793
E01B7,986,163,0.3970496894409938,0.2961460446247465
G01N37,985,293,0.4112572579689537,0.08020304568527918
A63G21,984,240,0.3787185760380101,0.25203252032520324
C01G1,983,296,0.4874509530774767,0.06408952187182096
F16N19,983,440,0.4438523348275394,0.6775178026449644
A45C9,982,204,0.4187971035909561,0.13747454175152748
B23G5,982,123,0.540633608815427,0.21690427698574338
B43K24,981,78,0.40456140350877196,0.17227319062181448
B62J3,980,218,0.5247200689061154,0.22755102040816327
B24D13,980,179,0.4826014381099127,0.15918367346938775
H01H51,979,93,0.484981684981685,0.09601634320735444
C07C381,979,361,0.6359378160937427,0.3054136874361593
C14C15,977,196,0.513380695475669,0.34186284544524054
C25C5,977,199,0.6180462032528747,0.19651995905834185
A63B59,975,228,0.5545329400196657,0.17333333333333334
B29D29,975,323,0.5207943925233645,0.24102564102564103
C01B6,974,258,0.49378063725490196,0.3264887063655031
A47G33,973,357,0.3916288692607623,0.2014388489208633
G06M7,972,334,0.494030502675354,0.29012345679012347
G01G11,971,253,0.5268207171314742,0.3141091658084449
A62C19,969,208,0.4736916883731944,0.40970072239422084
C13K1,967,245,0.5250144543073836,0.10858324715615306
B41F7,967,162,0.4863207547169811,0.18821096173733196
B62J43,966,240,0.4825018615040953,0.8281573498964804
B63B45,966,335,0.5082130323094178,0.5113871635610766
D05B3,965,114,0.37033462033462033,0.1077720207253886
B23F21,963,115,0.5306573957016435,0.23883696780893043
G01K5,962,319,0.506149422992453,0.31185031185031187
B43K5,958,134,0.41857506361323155,0.14926931106471816
C14B5,958,141,0.41820456678135753,0.3736951983298539
B32B43,958,402,0.5378320802005012,0.5198329853862212
A41F9,956,326,0.3999541337002637,0.20606694560669456
D01F4,956,260,0.5929780110397249,0.34623430962343094
G07C15,954,140,0.6406431820586057,0.17819706498951782
F17C11,954,241,0.48222636334868674,0.46750524109014674
C10B43,953,145,0.5480153649167734,0.31899265477439664
B64C5,953,128,0.5574603174603174,0.3882476390346275
B61B3,953,234,0.3924466338259442,0.24763903462749212
F16L39,953,335,0.4233691522848149,0.3095487932843652
A01K11,951,221,0.5524695236898328,0.4227129337539432
F02B19,949,155,0.39895080839353286,0.49736564805057953
C11B13,948,276,0.5467500868960723,0.21940928270042195
F03B1,948,285,0.5042728616895973,0.27848101265822783
D06M17,948,332,0.5262595560467901,0.22573839662447256
G10K15,948,266,0.43662864385297845,0.18881856540084388
A47F1,947,238,0.519076812116841,0.3326293558606125
D06F21,947,88,0.4547195622435021,0.08236536430834214
F23Q2,946,195,0.31422711571675305,0.11205073995771671
F03D5,945,192,0.4155945419103314,0.29417989417989415
A63B49,944,148,0.503637222484648,0.1472457627118644
G01F17,944,253,0.5606374501992032,0.4067796610169492
B23G11,944,74,0.6369327073552425,0.4343220338983051
B60B9,944,219,0.4505461682881038,0.2595338983050847
C07D327,944,310,0.6841448453826304,0.4046610169491525
G12B15,943,156,0.5564892623716153,0.024390243902439025
C03C14,943,318,0.5333735181836448,0.23329798515376457
B60B7,942,283,0.3957041179461108,0.2791932059447983
B63B49,941,308,0.5280402871531126,0.5164718384697131
C25D19,941,179,0.6780945043656909,0.43358129649309246
A01K27,940,224,0.532143002731238,0.28936170212765955
C03C11,939,227,0.5534126984126985,0.2364217252396166
A01B69,939,211,0.4980217151269783,0.35676251331203407
G03B27,939,199,0.40541800476535794,0.03407880724174654
G01H3,939,265,0.5222476997648972,0.41533546325878595
F28G3,937,252,0.567582329317269,0.6221985058697972
B64D43,937,289,0.539728564118808,0.37886872998932764
F16D63,936,365,0.36356026361048965,0.45405982905982906
G08C25,935,248,0.6319230131076821,0.35401069518716577
B43L9,935,59,0.5401002506265664,0.16470588235294117
D06B9,933,190,0.5125156445556946,0.08252947481243302
A43C11,933,159,0.42813980075126573,0.2165058949624866
B23D65,930,210,0.5506781865477518,0.35268817204301073
D06B13,930,263,0.5370173887415267,0.3978494623655914
B42F7,930,236,0.4817138036022156,0.3032258064516129
B24B11,929,163,0.5531055900621118,0.36706135629709363
F16D57,928,234,0.4150992685475444,0.3566810344827586
A45C1,928,186,0.4407816583511523,0.03017241379310345
B61F19,926,178,0.42688311688311686,0.4470842332613391
C09J111,926,271,0.6199578316595461,0.20626349892008639
F23B40,925,182,0.5105524518932341,0.3037837837837838
G21C21,923,224,0.4848558966206025,0.35969664138678226
C03B7,922,125,0.45808343329334933,0.4229934924078091
C05C3,922,283,0.5479918657854601,0.24620390455531455
E03B9,921,273,0.6195435287686211,0.3963083604777416
B26B13,920,178,0.3375324675324675,0.09456521739130434
C09K15,920,506,0.5000236675186973,0.20108695652173914
B23K5,920,217,0.49728319930449905,0.30978260869565216
A63B27,919,100,0.4857984430885756,0.3754080522306855
C07D201,917,199,0.7072412721433751,0.2693565976008724
B61G7,917,156,0.4328155504626093,0.4983642311886587
C07F13,916,318,0.5944544906570223,0.18995633187772926
B02C9,915,145,0.7107258938244854,0.39562841530054643
E21C27,915,151,0.6291492835116996,0.3256830601092896
H05B7,914,254,0.4639537089736293,0.19912472647702406
A24B7,914,140,0.6016079551465143,0.4102844638949672
C07G99,913,339,0.5990179454571146,0.21905805038335158
C07C241,913,300,0.7338937473165661,0.2672508214676889
B65D17,910,186,0.5194820622475648,0.11648351648351649
C09D157,909,281,0.5981795208994095,0.2662266226622662
B65H41,907,219,0.5723672981737498,0.3936052921719956
A61J19,907,166,0.5931467903636092,0.6273428886438809
G03B19,907,164,0.5932827237175063,0.047409040793825796
C08C1,906,213,0.5915143308508237,0.22847682119205298
G04B17,905,96,0.3310455273392816,0.19558011049723756
C30B31,904,180,0.5310099663556148,0.33738938053097345
D04H5,904,293,0.5115772010901766,0.2853982300884956
C11C1,903,245,0.6060606060606061,0.22369878183831673
G04F5,903,176,0.442429074480101,0.45625692137320045
B28B5,903,176,0.5659424622948641,0.39756367663344405
C22C16,903,192,0.5873015873015873,0.3709856035437431
B26B3,902,160,0.3861968878497138,0.10643015521064302
A45C7,902,144,0.5178303865747678,0.188470066518847
C22B4,901,237,0.5141662120385525,0.33851276359600446
B23D57,901,182,0.4493482309124767,0.3074361820199778
F23M11,900,244,0.4895579712629882,0.47333333333333333
D05C7,900,106,0.4213965646004481,0.26666666666666666
B21J7,900,164,0.5973468292308872,0.43777777777777777
B23B3,899,161,0.4920786561579492,0.26028921023359286
B25D16,899,100,0.48621922996002526,0.1935483870967742
G21C9,899,124,0.4790678769814388,0.21134593993325917
H10N97,899,111,0.5378865103635746,0.8876529477196885
F22G5,897,207,0.5519368723098995,0.4604236343366778
A61H19,897,172,0.5195962408632092,0.2508361204013378
F41B15,897,235,0.35785111735977504,0.15942028985507245
E05B29,895,53,0.5749019607843138,0.10502793296089385
B43K19,894,211,0.4716599190283401,0.1465324384787472
C09D181,894,327,0.5892117758784425,0.31208053691275167
H03H1,894,199,0.5597741634724956,0.49328859060402686
A61C15,893,167,0.4696969696969697,0.23852183650615902
C30B13,892,133,0.555842630651791,0.24439461883408073
C08F259,892,287,0.7106745737583395,0.28475336322869954
B43K3,892,153,0.44538631346578367,0.08856502242152467
A01K80,892,154,0.5700592540955036,0.38228699551569506
G01F9,891,171,0.6072837418991265,0.26262626262626265
H10B63,891,87,0.5428571428571428,0.792368125701459
B44C7,890,187,0.481668625146886,0.23258426966292134
H01H49,890,174,0.5675234598123216,0.36292134831460676
B65D59,890,225,0.5158970629822648,0.2550561797752809
C10B1,889,206,0.4960397952284362,0.2677165354330709
B64U80,889,341,0.5488820233544536,0.9347581552305961
B41N3,888,200,0.5294057324514178,0.11036036036036036
B62M23,888,166,0.427801885380817,0.17004504504504506
F16K25,887,270,0.504248420817262,0.3370913190529876
G01L23,886,190,0.49522129935146203,0.16252821670428894
B66C3,885,190,0.5388553874160883,0.3107344632768362
D02H3,885,162,0.4863207547169811,0.2542372881355932
C07J41,884,268,0.7128387005248972,0.2669683257918552
A01K43,884,193,0.5713419674841554,0.40497737556561086
A44B18,883,240,0.5060454561571464,0.1347678369195923
H03K23,879,97,0.6721164613661814,0.23777019340159272
B63C7,879,254,0.4884272434073231,0.5130830489192264
H05H13,878,86,0.46672403901319565,0.3906605922551253
B64D35,878,163,0.44130434782608696,0.40888382687927105
A45D1,878,93,0.4976800976800977,0.22209567198177677
G05G5,878,262,0.3411048411048411,0.16856492027334852
B44F1,876,341,0.4355657956747133,0.1415525114155251
B43L7,876,94,0.42952699474438605,0.0867579908675799
B65H61,876,168,0.5744432274552757,0.430365296803653
A23C21,875,144,0.7427829387673559,0.3097142857142857
F16J12,874,318,0.5124171187462326,0.2826086956521739
A44C17,873,166,0.4592248989974562,0.18785796105383734
B27C1,873,173,0.48820089439284486,0.27949599083619703
H02P13,872,114,0.6636100386100386,0.22821100917431192
C23D5,872,265,0.5270948828839288,0.3463302752293578
B65H71,871,196,0.5286042412264302,0.5866819747416763
B61F9,871,188,0.43208369659982565,0.39265212399540755
B65D79,871,299,0.48013923013923016,0.2904707233065442
C01G55,870,235,0.6265354447239899,0.4735632183908046
H10B80,868,86,0.6368330464716007,0.7880184331797235
C01D1,868,265,0.5390532029141148,0.2730414746543779
H04S5,868,75,0.7191780821917808,0.07949308755760369
F16T1,868,238,0.4756581319870177,0.37442396313364057
F41G3,867,186,0.4914468995010691,0.3886966551326413
B04B13,867,178,0.5492207792207793,0.4740484429065744
F41F3,866,221,0.4127602530266851,0.5669745958429562
C04B5,866,191,0.5839243498817966,0.30369515011547343
F02F5,865,163,0.45388198757763976,0.13410404624277455
F24H8,864,167,0.6375461936437546,0.24074074074074073
A44C25,864,322,0.3874020376175549,0.17824074074074073
C10G27,864,146,0.66501554001554,0.18981481481481483
D03D25,861,274,0.4550141089646191,0.3333333333333333
C10G50,860,150,0.6754918183489612,0.14883720930232558
B27L5,859,151,0.45383638672229276,0.25145518044237486
G12B5,859,163,0.5425465838509317,0.08847497089639116
A45B23,857,233,0.56661020139281,0.2427071178529755
F16J13,856,234,0.4972010747872817,0.20210280373831777
B23D55,856,86,0.5929432013769363,0.3317757009345794
C09D143,856,302,0.6104570791527313,0.26401869158878505
